subject,subjectLabel,rgb,subjects,subjectsLabel
http://www.wikidata.org/entity/Q3329,Белгородская область,e87b7b,http://www.wikidata.org/entity/Q3447,Воронежская область
http://www.wikidata.org/entity/Q3447,Воронежская область,e87b7b,http://www.wikidata.org/entity/Q3178,Курская область
http://www.wikidata.org/entity/Q3447,Воронежская область,e87b7b,http://www.wikidata.org/entity/Q3329,Белгородская область
http://www.wikidata.org/entity/Q3447,Воронежская область,e87b7b,http://www.wikidata.org/entity/Q3510,Липецкая область
http://www.wikidata.org/entity/Q3447,Воронежская область,e87b7b,http://www.wikidata.org/entity/Q3550,Тамбовская область
http://www.wikidata.org/entity/Q3447,Воронежская область,e87b7b,http://www.wikidata.org/entity/Q3573,Ростовская область
http://www.wikidata.org/entity/Q3510,Липецкая область,e87b7b,http://www.wikidata.org/entity/Q2753,Рязанская область
http://www.wikidata.org/entity/Q3510,Липецкая область,e87b7b,http://www.wikidata.org/entity/Q2792,Тульская область
http://www.wikidata.org/entity/Q3510,Липецкая область,e87b7b,http://www.wikidata.org/entity/Q3129,Орловская область
http://www.wikidata.org/entity/Q3510,Липецкая область,e87b7b,http://www.wikidata.org/entity/Q3178,Курская область
http://www.wikidata.org/entity/Q3510,Липецкая область,e87b7b,http://www.wikidata.org/entity/Q3447,Воронежская область
http://www.wikidata.org/entity/Q3510,Липецкая область,e87b7b,http://www.wikidata.org/entity/Q3550,Тамбовская область
http://www.wikidata.org/entity/Q3550,Тамбовская область,e87b7b,http://www.wikidata.org/entity/Q2753,Рязанская область
http://www.wikidata.org/entity/Q3550,Тамбовская область,e87b7b,http://www.wikidata.org/entity/Q3447,Воронежская область
http://www.wikidata.org/entity/Q3550,Тамбовская область,e87b7b,http://www.wikidata.org/entity/Q3510,Липецкая область
http://www.wikidata.org/entity/Q3573,Ростовская область,e87b7b,http://www.wikidata.org/entity/Q3447,Воронежская область
http://www.wikidata.org/entity/Q3819,Волгоградская область,e87b7b,http://www.wikidata.org/entity/Q3447,Воронежская область
http://www.wikidata.org/entity/Q3819,Волгоградская область,e87b7b,http://www.wikidata.org/entity/Q3573,Ростовская область
http://www.wikidata.org/entity/Q5334,Саратовская область,e87b7b,http://www.wikidata.org/entity/Q3447,Воронежская область
http://www.wikidata.org/entity/Q5334,Саратовская область,e87b7b,http://www.wikidata.org/entity/Q3550,Тамбовская область
http://www.wikidata.org/entity/Q5387,Кировская область,e87b7b,http://www.wikidata.org/entity/Q2596,Костромская область
http://www.wikidata.org/entity/Q5545,Пензенская область,e87b7b,http://www.wikidata.org/entity/Q2753,Рязанская область
http://www.wikidata.org/entity/Q5545,Пензенская область,e87b7b,http://www.wikidata.org/entity/Q3550,Тамбовская область
http://www.wikidata.org/entity/Q1727,Самарская область,e87b7b,http://www.wikidata.org/entity/Q5334,Саратовская область
http://www.wikidata.org/entity/Q1727,Самарская область,e87b7b,http://www.wikidata.org/entity/Q5338,Оренбургская область
http://www.wikidata.org/entity/Q1875,Архангельская область,e87b7b,http://www.wikidata.org/entity/Q5387,Кировская область
http://www.wikidata.org/entity/Q2015,Вологодская область,e87b7b,http://www.wikidata.org/entity/Q5387,Кировская область
http://www.wikidata.org/entity/Q2246,Нижегородская область,e87b7b,http://www.wikidata.org/entity/Q5340,Мордовия
http://www.wikidata.org/entity/Q2246,Нижегородская область,e87b7b,http://www.wikidata.org/entity/Q5387,Кировская область
http://www.wikidata.org/entity/Q2596,Костромская область,e87b7b,http://www.wikidata.org/entity/Q5387,Кировская область
http://www.wikidata.org/entity/Q2753,Рязанская область,e87b7b,http://www.wikidata.org/entity/Q5340,Мордовия
http://www.wikidata.org/entity/Q3447,Воронежская область,e87b7b,http://www.wikidata.org/entity/Q3819,Волгоградская область
http://www.wikidata.org/entity/Q3447,Воронежская область,e87b7b,http://www.wikidata.org/entity/Q5334,Саратовская область
http://www.wikidata.org/entity/Q3550,Тамбовская область,e87b7b,http://www.wikidata.org/entity/Q5334,Саратовская область
http://www.wikidata.org/entity/Q3573,Ростовская область,e87b7b,http://www.wikidata.org/entity/Q3680,Краснодарский край
http://www.wikidata.org/entity/Q3573,Ростовская область,e87b7b,http://www.wikidata.org/entity/Q3819,Волгоградская область
http://www.wikidata.org/entity/Q3573,Ростовская область,e87b7b,http://www.wikidata.org/entity/Q3953,Калмыкия
http://www.wikidata.org/entity/Q3573,Ростовская область,e87b7b,http://www.wikidata.org/entity/Q5207,Ставропольский край
http://www.wikidata.org/entity/Q3819,Волгоградская область,e87b7b,http://www.wikidata.org/entity/Q3941,Астраханская область
http://www.wikidata.org/entity/Q3819,Волгоградская область,e87b7b,http://www.wikidata.org/entity/Q3953,Калмыкия
http://www.wikidata.org/entity/Q3819,Волгоградская область,e87b7b,http://www.wikidata.org/entity/Q5334,Саратовская область
http://www.wikidata.org/entity/Q3941,Астраханская область,e87b7b,http://www.wikidata.org/entity/Q3819,Волгоградская область
http://www.wikidata.org/entity/Q3941,Астраханская область,e87b7b,http://www.wikidata.org/entity/Q3953,Калмыкия
http://www.wikidata.org/entity/Q5334,Саратовская область,e87b7b,http://www.wikidata.org/entity/Q3819,Волгоградская область
http://www.wikidata.org/entity/Q5334,Саратовская область,e87b7b,http://www.wikidata.org/entity/Q5338,Оренбургская область
http://www.wikidata.org/entity/Q5338,Оренбургская область,e87b7b,http://www.wikidata.org/entity/Q5334,Саратовская область
http://www.wikidata.org/entity/Q5387,Кировская область,e87b7b,http://www.wikidata.org/entity/Q5400,Пермский край
http://www.wikidata.org/entity/Q5462,Свердловская область,e87b7b,http://www.wikidata.org/entity/Q5400,Пермский край
http://www.wikidata.org/entity/Q5545,Пензенская область,e87b7b,http://www.wikidata.org/entity/Q5334,Саратовская область
http://www.wikidata.org/entity/Q5545,Пензенская область,e87b7b,http://www.wikidata.org/entity/Q5340,Мордовия
http://www.wikidata.org/entity/Q5634,Ульяновская область,e87b7b,http://www.wikidata.org/entity/Q5334,Саратовская область
http://www.wikidata.org/entity/Q5634,Ульяновская область,e87b7b,http://www.wikidata.org/entity/Q5340,Мордовия
http://www.wikidata.org/entity/Q5714,Челябинская область,e87b7b,http://www.wikidata.org/entity/Q5338,Оренбургская область
http://www.wikidata.org/entity/Q1727,Самарская область,e87b7b,http://www.wikidata.org/entity/Q5481,Татарстан
http://www.wikidata.org/entity/Q1727,Самарская область,e87b7b,http://www.wikidata.org/entity/Q5634,Ульяновская область
http://www.wikidata.org/entity/Q2246,Нижегородская область,e87b7b,http://www.wikidata.org/entity/Q5446,Марий Эл
http://www.wikidata.org/entity/Q2246,Нижегородская область,e87b7b,http://www.wikidata.org/entity/Q5466,Чувашия
http://www.wikidata.org/entity/Q2753,Рязанская область,e87b7b,http://www.wikidata.org/entity/Q5545,Пензенская область
http://www.wikidata.org/entity/Q3550,Тамбовская область,e87b7b,http://www.wikidata.org/entity/Q5545,Пензенская область
http://www.wikidata.org/entity/Q5334,Саратовская область,e87b7b,http://www.wikidata.org/entity/Q5545,Пензенская область
http://www.wikidata.org/entity/Q5334,Саратовская область,e87b7b,http://www.wikidata.org/entity/Q5634,Ульяновская область
http://www.wikidata.org/entity/Q5338,Оренбургская область,e87b7b,http://www.wikidata.org/entity/Q5481,Татарстан
http://www.wikidata.org/entity/Q5338,Оренбургская область,e87b7b,http://www.wikidata.org/entity/Q5710,Республика Башкортостан
http://www.wikidata.org/entity/Q5338,Оренбургская область,e87b7b,http://www.wikidata.org/entity/Q5714,Челябинская область
http://www.wikidata.org/entity/Q5387,Кировская область,e87b7b,http://www.wikidata.org/entity/Q5422,Удмуртия
http://www.wikidata.org/entity/Q5387,Кировская область,e87b7b,http://www.wikidata.org/entity/Q5446,Марий Эл
http://www.wikidata.org/entity/Q5387,Кировская область,e87b7b,http://www.wikidata.org/entity/Q5481,Татарстан
http://www.wikidata.org/entity/Q5462,Свердловская область,e87b7b,http://www.wikidata.org/entity/Q5710,Республика Башкортостан
http://www.wikidata.org/entity/Q5462,Свердловская область,e87b7b,http://www.wikidata.org/entity/Q5714,Челябинская область
http://www.wikidata.org/entity/Q5462,Свердловская область,e87b7b,http://www.wikidata.org/entity/Q5741,Курганская область
http://www.wikidata.org/entity/Q5462,Свердловская область,e87b7b,http://www.wikidata.org/entity/Q5824,Тюменская область
http://www.wikidata.org/entity/Q5545,Пензенская область,e87b7b,http://www.wikidata.org/entity/Q5634,Ульяновская область
http://www.wikidata.org/entity/Q5634,Ульяновская область,e87b7b,http://www.wikidata.org/entity/Q5466,Чувашия
http://www.wikidata.org/entity/Q5634,Ульяновская область,e87b7b,http://www.wikidata.org/entity/Q5481,Татарстан
http://www.wikidata.org/entity/Q5634,Ульяновская область,e87b7b,http://www.wikidata.org/entity/Q5545,Пензенская область
http://www.wikidata.org/entity/Q5714,Челябинская область,e87b7b,http://www.wikidata.org/entity/Q5462,Свердловская область
http://www.wikidata.org/entity/Q5714,Челябинская область,e87b7b,http://www.wikidata.org/entity/Q5710,Республика Башкортостан
http://www.wikidata.org/entity/Q5714,Челябинская область,e87b7b,http://www.wikidata.org/entity/Q5741,Курганская область
http://www.wikidata.org/entity/Q5741,Курганская область,e87b7b,http://www.wikidata.org/entity/Q5462,Свердловская область
http://www.wikidata.org/entity/Q5741,Курганская область,e87b7b,http://www.wikidata.org/entity/Q5714,Челябинская область
http://www.wikidata.org/entity/Q5741,Курганская область,e87b7b,http://www.wikidata.org/entity/Q5824,Тюменская область
http://www.wikidata.org/entity/Q5824,Тюменская область,e87b7b,http://www.wikidata.org/entity/Q5462,Свердловская область
http://www.wikidata.org/entity/Q5824,Тюменская область,e87b7b,http://www.wikidata.org/entity/Q5741,Курганская область
http://www.wikidata.org/entity/Q5824,Тюменская область,e87b7b,http://www.wikidata.org/entity/Q5835,Омская область
http://www.wikidata.org/entity/Q5824,Тюменская область,e87b7b,http://www.wikidata.org/entity/Q5884,Томская область
http://www.wikidata.org/entity/Q5835,Омская область,e87b7b,http://www.wikidata.org/entity/Q5824,Тюменская область
http://www.wikidata.org/entity/Q5835,Омская область,e87b7b,http://www.wikidata.org/entity/Q5851,Новосибирская область
http://www.wikidata.org/entity/Q5835,Омская область,e87b7b,http://www.wikidata.org/entity/Q5884,Томская область
http://www.wikidata.org/entity/Q5851,Новосибирская область,e87b7b,http://www.wikidata.org/entity/Q5835,Омская область
http://www.wikidata.org/entity/Q5851,Новосибирская область,e87b7b,http://www.wikidata.org/entity/Q5884,Томская область
http://www.wikidata.org/entity/Q5851,Новосибирская область,e87b7b,http://www.wikidata.org/entity/Q5942,Алтайский край
http://www.wikidata.org/entity/Q5884,Томская область,e87b7b,http://www.wikidata.org/entity/Q5824,Тюменская область
http://www.wikidata.org/entity/Q5884,Томская область,e87b7b,http://www.wikidata.org/entity/Q5835,Омская область
http://www.wikidata.org/entity/Q5884,Томская область,e87b7b,http://www.wikidata.org/entity/Q5851,Новосибирская область
http://www.wikidata.org/entity/Q6076,Кемеровская область,e87b7b,http://www.wikidata.org/entity/Q5851,Новосибирская область
http://www.wikidata.org/entity/Q6076,Кемеровская область,e87b7b,http://www.wikidata.org/entity/Q5884,Томская область
http://www.wikidata.org/entity/Q6076,Кемеровская область,e87b7b,http://www.wikidata.org/entity/Q5942,Алтайский край
http://www.wikidata.org/entity/Q5462,Свердловская область,e87b7b,http://www.wikidata.org/entity/Q6320,Ханты-Мансийский автономный округ — Югра
http://www.wikidata.org/entity/Q5824,Тюменская область,e87b7b,http://www.wikidata.org/entity/Q6320,Ханты-Мансийский автономный округ — Югра
http://www.wikidata.org/entity/Q5824,Тюменская область,e87b7b,http://www.wikidata.org/entity/Q6563,Красноярский край
http://www.wikidata.org/entity/Q5851,Новосибирская область,e87b7b,http://www.wikidata.org/entity/Q6076,Кемеровская область
http://www.wikidata.org/entity/Q5884,Томская область,e87b7b,http://www.wikidata.org/entity/Q6076,Кемеровская область
http://www.wikidata.org/entity/Q5884,Томская область,e87b7b,http://www.wikidata.org/entity/Q6320,Ханты-Мансийский автономный округ — Югра
http://www.wikidata.org/entity/Q5884,Томская область,e87b7b,http://www.wikidata.org/entity/Q6563,Красноярский край
http://www.wikidata.org/entity/Q6076,Кемеровская область,e87b7b,http://www.wikidata.org/entity/Q5971,Республика Алтай
http://www.wikidata.org/entity/Q6076,Кемеровская область,e87b7b,http://www.wikidata.org/entity/Q6543,Хакасия
http://www.wikidata.org/entity/Q6076,Кемеровская область,e87b7b,http://www.wikidata.org/entity/Q6563,Красноярский край
http://www.wikidata.org/entity/Q6585,Иркутская область,e87b7b,http://www.wikidata.org/entity/Q6563,Красноярский край
http://www.wikidata.org/entity/Q6585,Иркутская область,e87b7b,http://www.wikidata.org/entity/Q6605,Якутия
http://www.wikidata.org/entity/Q6585,Иркутская область,e87b7b,http://www.wikidata.org/entity/Q6809,Бурятия
http://www.wikidata.org/entity/Q6585,Иркутская область,e87b7b,http://www.wikidata.org/entity/Q6838,Забайкальский край
http://www.wikidata.org/entity/Q6886,Амурская область,e87b7b,http://www.wikidata.org/entity/Q6605,Якутия
http://www.wikidata.org/entity/Q6886,Амурская область,e87b7b,http://www.wikidata.org/entity/Q6838,Забайкальский край
http://www.wikidata.org/entity/Q6886,Амурская область,e87b7b,http://www.wikidata.org/entity/Q7730,Еврейская автономная область
http://www.wikidata.org/entity/Q6886,Амурская область,e87b7b,http://www.wikidata.org/entity/Q7788,Хабаровский край
http://www.wikidata.org/entity/Q7797,Сахалинская область,e87b7b,http://www.wikidata.org/entity/Q7788,Хабаровский край
http://www.wikidata.org/entity/Q7797,Сахалинская область,e87b7b,http://www.wikidata.org/entity/Q7948,Камчатский край
http://www.wikidata.org/entity/Q7971,Магаданская область,e87b7b,http://www.wikidata.org/entity/Q6605,Якутия
http://www.wikidata.org/entity/Q7971,Магаданская область,e87b7b,http://www.wikidata.org/entity/Q7788,Хабаровский край
http://www.wikidata.org/entity/Q7971,Магаданская область,e87b7b,http://www.wikidata.org/entity/Q7948,Камчатский край
http://www.wikidata.org/entity/Q7971,Магаданская область,e87b7b,http://www.wikidata.org/entity/Q7984,Чукотский автономный округ
